95.18
2400.png,1
700.png,1
3977.png,0
2454.png,1
679.png,1
844.png,1
4957.png,1
65.png,1
3591.png,1
296.png,1
3130.png,1
4412.png,0
2599.png,1
4736.png,0
3761.png,1
2928.png,0
3246.png,1
1771.png,1
4616.png,0
3578.png,0
135.png,1
3895.png,1
3158.png,1
1659.png,1
3307.png,1
690.png,0
1251.png,1
3702.png,1
2585.png,1
1029.png,1
215.png,1
3764.png,0
2781.png,1
1821.png,1
753.png,1
2853.png,0
3231.png,1
2847.png,1
2716.png,1
3866.png,1
4120.png,1
4121.png,0
4385.png,1
2818.png,1
3285.png,1
429.png,1
4005.png,0
2800.png,1
263.png,1
3903.png,1
476.png,1
2872.png,1
3317.png,0
4580.png,0
3320.png,1
3277.png,0
3207.png,1
2510.png,1
2893.png,0
659.png,1
2573.png,1
998.png,1
4382.png,1
2838.png,1
42.png,1
2371.png,1
1467.png,1
878.png,0
3716.png,1
2368.png,1
1359.png,1
4905.png,1
4337.png,0
4111.png,1
4097.png,1
2355.png,1
1826.png,0
2401.png,0
3024.png,1
3966.png,1
3861.png,0
4817.png,1
90.png,1
2612.png,1
4705.png,0
936.png,0
3218.png,0
259.png,0
1102.png,1
3847.png,1
2722.png,1
4420.png,1
2139.png,1
2744.png,1
3011.png,0
887.png,1
3791.png,1
3971.png,0
4545.png,1
2156.png,0
4304.png,1
2098.png,0
2402.png,1
729.png,1
1884.png,1
1350.png,1
911.png,1
2975.png,1
1929.png,1
489.png,1
2748.png,1
3625.png,1
2788.png,0
1211.png,0
2817.png,1
2360.png,1
4108.png,1
4553.png,1
2825.png,1
4763.png,1
3412.png,1
3593.png,1
4418.png,0
2890.png,1
294.png,1
4699.png,1
1542.png,1
903.png,1
719.png,1
219.png,1
2459.png,1
1561.png,1
4340.png,1
3450.png,0
3173.png,0
4873.png,1
1967.png,1
4851.png,1
3184.png,0
1689.png,1
1128.png,1
4173.png,1
4416.png,1
2411.png,0
3810.png,1
4780.png,1
2944.png,1
1453.png,1
2703.png,1
2532.png,1
1173.png,1
3946.png,1
1316.png,1
1294.png,1
3346.png,1
1949.png,0
1670.png,1
2404.png,1
1443.png,1
3884.png,1
890.png,1
4369.png,0
3798.png,1
4156.png,1
1053.png,1
2636.png,1
2836.png,1
4899.png,1
1461.png,1
3214.png,1
2489.png,1
817.png,1
100.png,1
2018.png,1
3748.png,0
2259.png,1
344.png,1
825.png,1
4136.png,1
2467.png,1
328.png,1
2527.png,1
4065.png,0
4901.png,1
4070.png,1
3278.png,1
2621.png,1
4970.png,1
4914.png,1
3147.png,1
3991.png,1
598.png,1
1219.png,1
1290.png,1
2194.png,1
1559.png,1
828.png,1
4744.png,1
1046.png,1
884.png,1
1196.png,1
195.png,1
3784.png,0
3993.png,1
3619.png,1
4909.png,1
2580.png,1
655.png,1
3374.png,1
4988.png,1
1292.png,1
3145.png,1
158.png,1
1767.png,0
4689.png,1
580.png,0
4979.png,1
962.png,1
3385.png,1
4821.png,1
3682.png,1
568.png,1
2270.png,1
1118.png,1
4269.png,1
3257.png,1
4692.png,1
972.png,1
1198.png,1
4155.png,1
691.png,1
832.png,1
2307.png,0
803.png,1
2892.png,1
1024.png,1
2096.png,1
1471.png,1
4632.png,1
3240.png,1
1066.png,1
480.png,1
4520.png,1
3692.png,0
2900.png,1
561.png,1
3909.png,1
1132.png,0
2552.png,1
2476.png,1
4672.png,1
4564.png,1
376.png,1
130.png,1
2034.png,0
4916.png,1
2246.png,1
192.png,1
1242.png,1
1090.png,1
3585.png,0
2175.png,1
1895.png,1
4305.png,1
2834.png,1
4494.png,1
237.png,1
702.png,1
4599.png,1
2089.png,1
3404.png,1
798.png,1
1209.png,1
1835.png,0
2898.png,1
4375.png,1
4551.png,1
516.png,0
3575.png,1
4583.png,1
851.png,1
3390.png,1
3818.png,1
971.png,1
839.png,0
4842.png,1
2136.png,1
1399.png,1
2761.png,1
1204.png,1
521.png,1
3132.png,1
1968.png,1
2481.png,1
4406.png,0
2009.png,1
3074.png,1
3622.png,1
4474.png,1
1847.png,1
1022.png,1
3608.png,1
837.png,1
1643.png,1
189.png,0
4163.png,1
2709.png,0
1163.png,1
3366.png,1
105.png,1
809.png,1
2996.png,1
1169.png,1
3984.png,1
2660.png,1
572.png,1
3408.png,1
1355.png,1
3954.png,1
4080.png,0
1500.png,1
2614.png,1
4098.png,1
1512.png,1
177.png,1
451.png,1
2849.png,1
4330.png,0
3270.png,0
3383.png,0
4117.png,1
3359.png,0
800.png,0
579.png,1
1271.png,1
1982.png,1
4147.png,1
1233.png,1
1179.png,1
159.png,1
2754.png,1
4026.png,1
2104.png,1
4961.png,1
1779.png,1
4650.png,0
77.png,1
3930.png,1
782.png,1
2897.png,1
2601.png,1
4965.png,1
3414.png,1
4329.png,0
744.png,1
2807.png,1
2154.png,1
234.png,1
4911.png,0
2535.png,0
1331.png,1
3945.png,1
1313.png,1
4972.png,1
3186.png,1
577.png,1
3963.png,1
2296.png,1
2060.png,1
2413.png,1
2373.png,1
3883.png,1
4636.png,1
3261.png,1
300.png,1
665.png,1
1221.png,1
3245.png,1
2737.png,1
236.png,1
4242.png,1
3664.png,1
2425.png,1
2506.png,1
737.png,1
986.png,1
3777.png,1
1177.png,1
1685.png,1
2217.png,1
3313.png,1
603.png,0
4096.png,1
2985.png,0
4386.png,1
475.png,1
944.png,1
3914.png,1
1208.png,1
487.png,1
2236.png,1
1172.png,1
2606.png,1
4843.png,1
2114.png,0
4512.png,1
3670.png,1
2728.png,1
2160.png,0
1606.png,1
2760.png,1
1050.png,1
1874.png,1
4094.png,1
3341.png,1
3630.png,0
4131.png,0
2973.png,1
4089.png,1
2681.png,0
2245.png,1
4656.png,1
1882.png,1
696.png,1
3675.png,1
4087.png,1
347.png,1
1383.png,1
4631.png,1
4766.png,0
901.png,1
2805.png,1
2339.png,1
2306.png,1
4938.png,1
94.png,1
942.png,0
4060.png,1
1034.png,1
4740.png,1
1087.png,1
2249.png,0
3268.png,1
921.png,1
3995.png,1
671.png,1
4609.png,1
337.png,1
1839.png,0
3219.png,1
3896.png,1
816.png,1
1651.png,1
3523.png,1
1469.png,1
1865.png,1
1888.png,0
285.png,0
291.png,0
3878.png,1
3531.png,0
2809.png,0
3107.png,1
1920.png,1
3927.png,1
3569.png,1
3515.png,0
1322.png,1
723.png,1
4680.png,1
532.png,1
1680.png,1
4357.png,1
2829.png,0
1272.png,1
4682.png,1
57.png,1
1842.png,1
2230.png,1
40.png,1
1711.png,1
1588.png,0
4193.png,1
1330.png,1
2176.png,1
3046.png,1
554.png,1
383.png,1
4317.png,1
3892.png,1
4648.png,1
895.png,1
1867.png,1
484.png,0
3735.png,1
557.png,1
3064.png,1
1556.png,0
1001.png,1
1252.png,1
4953.png,0
4731.png,1
3875.png,1
4009.png,1
2566.png,1
2687.png,1
2007.png,1
2146.png,1
1948.png,1
1387.png,1
3597.png,1
258.png,0
2379.png,0
4047.png,0
1474.png,1
4234.png,0
2931.png,1
3537.png,1
1214.png,1
2880.png,1
1110.png,1
416.png,1
1869.png,1
3836.png,1
3426.png,1
573.png,1
2337.png,1
221.png,1
4198.png,1
1432.png,1
3668.png,1
3572.png,1
1942.png,1
2099.png,1
1582.png,1
758.png,1
536.png,1
1809.png,1
3902.png,1
63.png,1
4794.png,0
1394.png,1
1639.png,1
3319.png,1
79.png,1
2024.png,1
4690.png,0
3628.png,1
4908.png,1
231.png,1
4987.png,1
3079.png,1
4890.png,1
2764.png,0
2317.png,1
571.png,1
3876.png,0
3779.png,1
2824.png,1
1917.png,1
155.png,1
4809.png,1
3568.png,1
4597.png,0
4903.png,1
3637.png,1
2067.png,1
1725.png,1
4779.png,1
1104.png,1
4900.png,0
4252.png,1
1291.png,1
3908.png,1
3673.png,1
1377.png,1
150.png,1
1282.png,0
139.png,0
1190.png,1
4099.png,1
1808.png,1
614.png,1
4068.png,1
30.png,1
2633.png,1
3430.png,1
4700.png,1
2086.png,0
751.png,1
2902.png,0
4895.png,0
3893.png,0
975.png,1
3768.png,1
2841.png,1
8.png,1
4805.png,1
706.png,1
2598.png,1
1406.png,1
2353.png,1
899.png,1
1109.png,1
1631.png,1
3624.png,1
1079.png,0
1136.png,1
3273.png,1
3856.png,1
1048.png,0
3068.png,0
3084.png,0
29.png,1
628.png,1
1254.png,1
103.png,1
4826.png,1
2828.png,0
2889.png,1
648.png,1
165.png,1
363.png,1
3514.png,1
967.png,0
709.png,0
3786.png,1
615.png,0
2866.png,1
3689.png,1
1511.png,1
1236.png,1
2434.png,1
334.png,1
3775.png,1
3790.png,1
2465.png,1
852.png,0
332.png,0
4082.png,1
3036.png,1
1427.png,0
331.png,1
112.png,1
1408.png,1
4814.png,1
4795.png,0
4076.png,1
1517.png,1
1614.png,1
760.png,1
4213.png,1
2504.png,1
199.png,1
1078.png,0
1358.png,1
2875.png,1
1295.png,1
4438.png,1
4151.png,1
